,genre,id
193,death metal,7kozeGeawfP7IEEL6dddrM
194,technical death metal,2d26AAG1FlIuOADoNDyq8F
195,death metal,3RUZtC4rkONY3kprM10ZTa
196,death metal,19dZdBP69QTj8Jdgsde60c
197,death metal,66AXpP038gUcoKVQoO98Fz
198,technical death metal,4S2VWuUV0ei7LG0I8JDFww
199,death metal,0twjYtmupRm0bI8UxhGd0S
200,death metal,1kTUJy3zL57iEANLB9FpIA
201,death metal,13XggX75z0Hk0VNvOuTJoB
202,death metal,5QMEomYiV52o6l3uZmuE8N
203,death metal,1Lx9Dy5gi2OLlJBBs7GYO7
204,goregrind,60PoZFLlifxfCpcSodgDjo
205,death metal,35jmO5o3AhUV70kiR7u4Nw
206,death metal,09OwM7iXyoFAOzQUlWeDgB
207,death metal,6wm2DvNT79hZfE94JJQXOG
208,death metal,088GBJ3ST0jaG1223nhBGU
209,death metal,2v2h7Rs6h910kvmn8Y63IE
210,death metal,47aXAyH6vI3y70PKyGldNG
211,death metal,6ZhMLSh6Zx7EzqOPJBvkbr
212,death metal,59YfPxuxGghrdPumu6aFKI
213,death metal,5MlEt7qqXqNSReeX76xK6b
214,death metal,0ucuxyPTAHv0TPkA1WBV10
215,grindcore,3QWSC5ZtiBj1Kfr2BL46lW
216,death metal,0YLsaJh7FiEOYZugiIE2o3
217,death metal,0YAOC9q7XHpKplKYf7FMSp
218,technical death metal,49xpbBtoLsXG6CuroDz0x6
219,death metal,3EbMlZ7ZKmFWPTHrLzpzvs
220,thrash metal,5kuYamMO00pHPdRQcAXWTl
221,black metal,3n2bgWmlyHgwnd9aPmnTM4
222,black metal,7iVyDUjFXrtG17nZeQvn1Y
223,black metal,0UGvFl1tJ49Co99gaXZH9Z
224,black metal,2KvwC4Kmp2U8XnKr5Yr1hm
225,black metal,2CofVEvqc6hhyKwYsLiuN9
226,black metal,6NPTNhxwqCO1vFQ2Zpuut7
227,black metal,6D3oL9YvZBgd3IVFWUJ2BI
228,black metal,35nZyw3d7OIbhGeqBEPIYQ
229,black metal,5IrAgNdYXNkINpqT4XCnTD
230,black metal,3EHztVB0kFpqp0N8MlmD1X
231,black metal,4P5n4IvMyewJTP5JH9yl5Y
232,black metal,1RtWv2DQzIGsnjHPXBRaR5
233,black metal,7f4Agzz6Lwh1QJ0teHHpJn
234,black metal,4rsH5QGFETyQgsmU17kbVS
235,black metal,4lbKjEvAKni4q1GLsDcvZI
236,black metal,1EzvfumDDDz3rkI2EE1fXo
237,black metal,1uPIYn2IU0IuPWSZ58kzyM
238,black metal,21vmt9OUXyQVJEOrNad6JX
239,blackgaze,1MlFNDlH2naWutA9C0nNVB
240,black metal,7vrrJ5YlL3I8XUrh1ktGJV
241,death metal,5WQdsYRdeVnsyXeCCSoKLC
242,black metal,6e8ISIsI7UQZPyEorefAhK
243,black metal,6OGNyv8Z63eYqmkN17mpwW
244,black metal,0BZr6WHaejNA63uhZZZZek
245,black metal,2xzL5LUjziEfFyuyKGi0V2
246,black metal,2kz8rfKrfCGpB9mRxn2XTp
247,black metal,0X8Pi1W40bewq0jRQ7o3VJ
248,black metal,2Mz5qpR3WxbcBwZBsmraWE
249,black metal,30R8X3xhfDbxAcfxSZ0UaQ
250,black metal,4LW3dUNA0zx0gbaeJOuxgX
251,black metal,1bjUcmZxY4zJO1V5LaKzUY
252,black metal,7sJC2WkTzn7gqUhVfP9sOm
253,black metal,5NiGzteFr6N4yfGV2nvTsf
254,black metal,4OpHsZuhfJMU9PZ3zkyUQX
255,black metal,37fG1EQuwb6zBHyFYUGfj8
256,black metal,0kqafIf21Hks2EI9sSWywt
257,black metal,2Fj3tfJcQ93drqfC5cVIDB
258,depressive black metal,6CJU2RwwB10D0KoYYqWYeM
259,black metal,6S9MYO3XnGeE3fsHPt7Y4f
260,black metal,2ewpLguwavvqJHd9yQJytD
261,black metal,5BViLZRXrRfhPDokkbYiMy
262,black metal,4q5mj9YpaYesKvHzN8XYve
263,black metal,0hkIlpV0isEixFIr74VfZm
264,black metal,4L42QG9JT0FzXU734yfOai
265,black metal,6Ku1v7iIC5rxuiyBbIHc03
266,black metal,7LPrGEbf01106GJ14w6yhW
267,black metal,17pXjDaTNZzOvwk8ELJm7Q
268,black metal,50gx3ivHqUgljN0S1y8aXF
269,black metal,1jWLZOjuzRSkIxmrqAx4Vt
270,black metal,05GBaOW7XQa35Won0gh8jH
271,black metal,1jBJHkyQLO6Ga1Dx3W6nG3
272,black metal,7lscFXsWNk0vWfHwgAHLR1
273,black metal,1SGvAkR4nsQoXdhHHFFuM4
274,black metal,7h8V7XHdJ3akShW3uFaZyn
275,black metal,0cKyWvYnOGpPV2NpulEYf5
276,black metal,6bYFkBNvayh3nGqxcPp7Sv
277,black metal,6jPWrSmxOd9mj7Xaj4EP2Y
278,black metal,2NOuABTjilCHH7RNw439Vq
279,black metal,5G1MlYyOsiG56mjlsZHsLC
280,black metal,2HmtB6wVRRi3z0JwZHtkiD
281,black metal,34HkAxbpa90Btjkv8RA0wh
282,black metal,135tanf7FBI7ozrU3RelCX
283,black metal,7gVIcvxZLQ9mKI7k6tXQdq
284,black metal,4S2qftLTvdEFvIPPTYmeg6
285,black metal,21ojeH5LNADIGzJKc3hIlE
286,black metal,0eeb5kjRNxsUReSblX2ApI
287,black metal,1KJ1OrDIh6JTeVXn4BFMD1
288,death metal,7eYmDBinb760MUIfoRdlGQ
289,black metal,6fnPT00U9e23YmxgH87oWj
290,black metal,1Dt7cfRzxM8qPVa82jX9y5
291,black metal,3sJXLmH6J5IDiJpxJt8NSN
292,black metal,2GSRysMnNAhKgugOCZ5Th2
293,black metal,6HTnXVZSdGiKN2MF51hpP5
294,black metal,1WV0pMUfO5UZ3MXfZrTohr
295,black metal,4sww0FgGlUX3NCrrJleszz
296,black metal,32zyj5MW8nhKGMaGlp4njt
297,black metal,0sFntmE9T1tiF6G6O6Lm3H
298,black metal,3w4WGYze63IoclVTBW3WYn
299,black metal,60hOd90CQglmxfBYSO7dqV
300,black metal,2mVTkiwfm4ic6DnHpmFq8K
301,black metal,2YSHzNXSLbulx7H5UTZcoo
302,black metal,1hLFppCfgvSTH9C6ftWOoU
303,black metal,7CiWvN1gNzwW6eNxTAYhe2
304,black metal,7dWkdNWDP7qb2zH4LNVJhi
305,industrial metal,1WXagRGw8AveVrRxDfUjli
306,black metal,0aIcU4OHpKl7lpcRQp32Eo
307,black metal,7CXgiYtZiPnwxHM8ad4hNZ
308,black metal,221Rd0FvVxMx7eCbWqjiKd
309,black metal,2lxB5NTcQXj7GGRR4xAVaH
310,black metal,69Sr8wyHst8byPxRXENs3D
311,black metal,4BXKhsgc3Bx8Etj7A128Vm
312,black metal,150xbiJGnTy1tSBZ9EFKnT
313,black metal,4pP3Gtdmwp2cHtz736pyGI
314,black metal,6rBvjnvdsRxFRSrq1StGOM
315,black metal,4PdaU6ArZ8JTZvCX9ZWuTI
316,black metal,0c0xIXQhCbmtvzM93liaSf
317,death metal,13XggX75z0Hk0VNvOuTJoB
318,black metal,5XbRdXn5rKF7kVjGaqsShZ
319,black metal,3FrsGZO0uosIs2Vn2TJhQY
320,black metal,0hiccXRDVXl9sOZ4R7aNry
321,progressive metal,0vxxsjcDy61x5zvrOqwHIL
322,black metal,0nH9qzKJMfrJNnF37nDaVj
323,black metal,1ZNhnlwVLcTwTc6U32h2gU
324,black metal,6qpmcQfxhmNxNMCJUrpHwe
325,black metal,4EzPNgGmh8l2xPoTEgivT8
326,black metal,1epGwdbjU7JSGVBHlqptpx
327,black metal,2HDKz66BGq7RI2wEoMgPcv
328,black metal,1yyjjuXGTA4Qf0UUEIWEQe
329,black metal,6eDLyjHVlfYmOFlY7pdiNK
330,blackgaze,6wLgoPmccgFkKpjPYvJqtM
331,black metal,1EglekDNCJnub9A2fDBFrg
332,black metal,2WKoufbtvHmMLKQ4PEKh2X
333,black metal,7FhkwcO8Jd7BRWdllBpXBJ
334,black metal,2eEuZMHC3LdWsxogUqlI3y
335,black metal,67T5lWCllFJE7hDrslnxYK
336,black metal,08pfvfaswGFhlXz4j50eOP
337,black metal,6zl5IXVgj1nG1fqjUh68xe
338,black metal,4Q7d9egO7iMngBWfgvm57d
339,black metal,2A56suoU3YFYLIp7wHde6c
340,black metal,7L6u6TyhjuwubrcojPeNgf
341,black metal,15LsRgSmN0t8VLcsUFYW5J
342,black metal,3eVkhnD2UKVjX5uiUsqfXP
343,black metal,0dR10i73opHXuRuLbgxltM
344,black metal,7kWnE981vITXDnAD2cZmCV
345,black metal,0sD9rwKo3qPBs32gi97FNn
346,black metal,1Oos40mD8hfvswQWVjkbg5
347,black metal,5E9XOlEicDpLGlRZCRarR7
348,black metal,2CyJpMZ9au9A8DuecC8L2n
349,death metal,0YAOC9q7XHpKplKYf7FMSp
350,black metal,4LT73i2bqTazQQkmODMaYf
351,black metal,3Pfim1uupYVYG87GDtdw8r
352,black metal,5lmT6zZl7aPNg8hv5UrJGz
353,black metal,3MKwCexzAd8YTdsSjRkKbv
354,black metal,4ykmWeGRRY1OmPgMY4K2rw
355,black metal,6ZdRyBejw8z3vD879gj1Dy
356,black metal,7cQYuSfsavW0BrcspRRJMi
357,black metal,4VUguuy2qoVGDMwH1tL7Qr
358,grindcore,3wwUygeFuDDNfta1lQsWVJ
359,grindcore,3ULDOH4vmx8EpRE9UGDlA7
360,grindcore,34HQ4MGMHnwjIjtvcBHLwi
361,grindcore,7ubUEBqbef0F5Z7GLo1t8j
362,grindcore,40aJKV80tb5iJnKagbUafb
363,grindcore,2yEApW7JfjtoukJhohpLOp
364,grindcore,20jw05zZVyjKyRgk6k1TzR
365,grindcore,4kpqcgUgRF4Ab0FnCa141F
366,grindcore,6W8whSfhlf8gFQp7NTGfT8
367,grindcore,1QXcKL8Ggy8uCA23mFKgws
368,grindcore,6Dh1VoXiCXoeebGBXj8a9R
369,grindcore,7g8GYnmnDWeuhEWth8TlxX
370,grindcore,1zVJfLMaN1eeiz4NVdI1Mh
371,grindcore,3CwEQNIPT6wVlDwm1NihY2
372,grindcore,4TvgUScBiJZP1P9V1tmMPi
373,grindcore,4kTxxUrx6wccWjQ0nBnuq1
374,crust punk,6nRxfBhqFVf7YBzop6laRH
375,grindcore,5weM3Ht1Lm8pgRre6h5BVx
376,grindcore,0iGHo9o0cCImrhjkhi9GZY
377,mathcore,5DVkkJqypmjmRLJL9UurmI
378,grindcore,3UqRgrDIQ208yNGiWKRMNt
379,grindcore,56x6WX2SdyXaW51yEhjd5s
380,grindcore,35V2PdmNASzJV2MkOhWpZS
381,goregrind,7aawxUgjh40JVOCohaIqyI
382,grindcore,6lzavv6NGEA1AZCvHJoHFc
383,grindcore,43OKr8veKrM8ptgj3LcpOg
384,grindcore,7kBwQonF1b0sSW3N0rIOSi
385,grindcore,1dxarrSvI26MVRmUI3leLF
386,grindcore,5AVDACXTPdtEo6hrcpIVLC
387,grindcore,7wXx480gjp2AjYzVwuzkfs
388,crust punk,2k9fmblHnLIyiatnCNMTWN
389,grindcore,4ITxNeS8KlhvvjLm4GZhv7
390,grindcore,6F6C7Szo2ndt2re6G6WE54
391,grindcore,2B3393sT5fqraa7jo8GRBX
392,grindcore,3tsRbmEa0VwMYeDwR6aSeJ
393,grindcore,73Uuq49AIPIe7wKijOosLJ
394,grindcore,3RWhzE0IKhTakUKZzo2fjk
395,goregrind,32LqTg8ODwXIJtJtoSSPOL
396,grindcore,72kVIECOPEFK0E7rHdklY5
397,grindcore,6XFjGDX7mROQvLOEV4iSem
398,grindcore,2soVFCzhS8RQ521Dql4eC5
399,grindcore,6PLVMCFggiZhW7VBIA8PXx
400,grindcore,51iFdKGGbdUKTRNBLDxhbt
401,grindcore,44W6dsk1KWHL5kX3dwbkLy
402,grindcore,1g4NlVGPbmZ7nDWHZ1voV1
403,grindcore,6VoXxJxGRpGyEEuUOeGNMG
404,mathcore,48AMWesPq6cBYgoZOu9ciQ
405,grindcore,6KBBZNl476lte4ccHqLFKz
406,technical death metal,0dUwIwaPc6UukkCZTaaf7J
407,grindcore,0aYwzdDqX80Li5uMaC4bgK
408,grindcore,7MU6zn373YTyJf1gl08mkS
409,grindcore,5RqslSfPKMDhGQtvWFJh9Z
410,grindcore,0Y8sXUN5WP3nFxEGdnTYeD
411,grindcore,33WbKYUz0YIPwtO0HKTJX7
412,grindcore,3fGFHcQmZ6J3XNnUJHGs8f
413,grindcore,6Fbes1fH0ZDS0XGjDx2YeG
414,crust punk,2kDXtCACfXXLm0pJ9jPfUG
415,grindcore,4Uu8hbzDD9HAtLosp8g4jB
416,grindcore,1rXjfC9HsVIIHggTMuxvSL
417,goregrind,7A3kNjGDMpJ0JOGu8W3f9r
418,grindcore,1hpDB8AGklFU5siIKmSWpn
419,grindcore,5k4TlJQJXB3AKZuOeDUYLk
420,grindcore,6YeWEWziBhykLo5PQxpvQ6
421,grindcore,2JWxRGdcsFqn5j9gYKjNF0
422,grindcore,2NH5w1zVKU0MTnxy7BpHnc
423,grindcore,7eMJD2H8bxnADDpnDF9XZU
424,grindcore,1tlY3ijEXpF5JsRTTwePA7
425,goregrind,1756aoqCBOgNlBdm5NcXHE
426,goregrind,0QqK09WDPiTSGWhmsbHHyF
427,grindcore,4tR5IWEPVvHGz7EQMNqz6w
428,grindcore,6Y8ljNcWfUjMUHDCMxrCoI
429,grindcore,4WVXhPrYJnFDnwHQcLaqze
430,grindcore,0T6ftJcD6HLk3bkDQPnodz
431,crust punk,2VAHdNi9v1ae2FVJmVNKU7
432,crust punk,2rYMvTD6SxQHgOXhVUdTRc
433,grindcore,5fxZkDD7Az32GfmWDKvVeF
434,grindcore,7duxL9B1FGhyVngPJzMJpt
435,technical death metal,4S2VWuUV0ei7LG0I8JDFww
436,goregrind,0pMxK39MgBBFpei12rm7cP
437,grindcore,4raqfuxaWjPjrOQGb6zoa7
438,grindcore,7pcGvwewW0gGzwyhx3Z7Ms
439,grindcore,3H4aE5GkpS07MokfaDMEdw
440,grindcore,29fBae9lZFj6dXWykkpSsX
441,goregrind,60PoZFLlifxfCpcSodgDjo
442,grindcore,5CSP9UqKD0FpPvtzEEB1BR
443,grindcore,2RnoI80LW71NbnBDEzPQsJ
444,grindcore,3vMnvW7u5207ATyxTQIxNz
445,grindcore,7EB2IrfvbTwc4MBfSY1Sny
446,grindcore,5sKVvCnbicxE3U8LIpB1sx
447,grindcore,5rMvvaFkWCWpfMSV4Gm93M
448,goregrind,0PwXJpoSJEOIiPNvartOr6
449,grindcore,6vNDjJQfPsvioAniKcsxXp
450,goregrind,49JFuUMLEDhnAicQKtt3tl
451,grindcore,4pZXmmD4FgISAV8GlhfEHi
452,grindcore,26iJVXHqlgsABP9u8rYoF1
453,grindcore,4aglyvdJ7ApTfDC6aQ2LFf
454,grindcore,2J7zbOZh4PvDDWkXKTmcxo
455,grindcore,09eXH2A1Zi3E7MZJXGg5oG
456,grindcore,3ORqOT0QR8W54NLZ2iHFJ5
457,grindcore,0kKZER84faGrJPHtH8NdqH
458,grindcore,5kDK4pGPn2gjDHEr0T47e5
459,grindcore,4WbNmdxTyZPGHEZMpEws9r
460,grindcore,74QGjKW2LtR8dPJIGQCLuV
461,goregrind,0enGLMpnw3qflhGPNB3B2r
462,grindcore,45FXsWRxYogI0PWzWHNwCm
463,grindcore,4WVuNXyxH081jWdBo8ZuGe
464,mathcore,5xIZimpMAfvZjQcgFKBCKl
465,grindcore,3bsWiD4H9xrG81q8prOG5R
466,grindcore,5diimUUAZnx7RM6QeuVDXy
467,grindcore,4qWbiG6EqV91GXwI5UZgYt
468,grindcore,0AKZrsOYW77C7QW1jzdhNX
469,melodic death metal,553eIV3aSzE17cxgVVG7o6
470,melodic death metal,1xUhNgw4eJDZfvumIpcz1B
471,melodic death metal,1ydxow902J1B6oJ2T8Mu2s
472,melodic death metal,7qUcsMCdIHrs2LOZlmciQp
473,melodic death metal,1mBXJUab9jbcHhYxMuWbxO
474,melodic death metal,4jpaXieuls7LVzG1uma5Rs
475,melodic death metal,3Oc3JnQKIW7ZNPXS0yf6QV
476,melodic death metal,257fj7lr05pM5LMDL6TUp7
477,melodic death metal,3vn8x4PZ5M6qvYro5KAOa8
478,melodic death metal,4B2cntB0jOuS1Lurf4uepo
479,melodic death metal,3pulcT2wt7FEG10lQlqDJL
480,death metal,76AHlOU3rj6ffoOfVPigLt
481,melodic death metal,0DCw6lHkzh9t7f8Hb4Z0Sx
482,melodic death metal,3uIgLG971oRM5fe6v8lvQS
483,metalcore,12YY9wgi8ufdP5iw8RggVO
484,melodic death metal,7FYqu76teK16FSlw4ZYFhW
